draw_id,draw_time,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,freq_1,freq_2,freq_3,freq_4,freq_5,freq_6,freq_7,freq_8,freq_9,freq_10,freq_11,freq_12,freq_13,freq_14,freq_15,freq_16,freq_17,freq_18,freq_19,freq_20,freq_21,freq_22,freq_23,freq_24,freq_25,freq_26,freq_27,freq_28,freq_29,freq_30,freq_31,freq_32,freq_33,freq_34,freq_35,freq_36,freq_37,freq_38,freq_39,freq_40,freq_41,freq_42,freq_43,freq_44,freq_45,freq_46,freq_47,freq_48,freq_49,freq_50,freq_51,freq_52,freq_53,freq_54,freq_55,freq_56,freq_57,freq_58,freq_59,freq_60,freq_61,freq_62,freq_63,freq_64,freq_65,freq_66,freq_67,freq_68,freq_69,freq_70,freq_71,freq_72,freq_73,freq_74,freq_75,freq_76,freq_77,freq_78,freq_79,freq_80,gap_1,gap_2,gap_3,gap_4,gap_5,gap_6,gap_7,gap_8,gap_9,gap_10,gap_11,gap_12,gap_13,gap_14,gap_15,gap_16,gap_17,gap_18,gap_19,gap_20,gap_21,gap_22,gap_23,gap_24,gap_25,gap_26,gap_27,gap_28,gap_29,gap_30,gap_31,gap_32,gap_33,gap_34,gap_35,gap_36,gap_37,gap_38,gap_39,gap_40,gap_41,gap_42,gap_43,gap_44,gap_45,gap_46,gap_47,gap_48,gap_49,gap_50,gap_51,gap_52,gap_53,gap_54,gap_55,gap_56,gap_57,gap_58,gap_59,gap_60,gap_61,gap_62,gap_63,gap_64,gap_65,gap_66,gap_67,gap_68,gap_69,gap_70,gap_71,gap_72,gap_73,gap_74,gap_75,gap_76,gap_77,gap_78,gap_79,gap_80,is_7_hit,repeats_from_last_draw,odd_count,even_count,sum_total,low_numbers_count,high_numbers_count,std_deviation,most_common_hits,consecutive_count,unique_modulo_10
1000024,2023-02-09 13:30:00,6,15,8,45,41,62,57,20,16,56,50,26,52,63,79,59,60,9,54,69,9,6,1,3,5,5,8,6,5,6,5,4,8,9,7,8,7,8,1,6,8,6,8,5,8,5,6,4,5,8,6,2,7,6,4,7,10,9,8,5,6,7,6,4,6,4,6,11,2,5,5,11,4,4,11,7,4,8,5,9,9,7,7,6,4,4,6,9,10,12,6,2,9,4,9,3,4,5,7,8,1,2,2,3,2,1,3,6,3,1,1,4,2,1,3,1,4,1,21,5,1,4,1,3,5,6,4,1,4,2,9,14,12,3,2,1,4,4,2,7,2,1,6,16,2,10,2,9,12,1,2,2,9,14,3,1,1,4,5,6,4,4,2,1,1,7,4,1,4,1,3,19,6,3,1,6,4,3,5,5,0,5,9,11,847,7,13,22.91236163710484,1,5,10
1000025,2023-02-09 13:35:00,36,79,13,69,59,57,33,53,30,21,51,20,56,45,74,12,52,35,50,55,9,6,1,3,5,5,8,6,5,6,5,5,9,9,7,8,7,8,1,7,9,6,8,5,8,5,6,4,5,9,6,2,8,6,5,8,10,9,8,5,6,7,6,4,7,4,6,11,2,6,6,12,5,4,12,8,5,8,6,9,9,7,7,6,4,4,6,9,11,12,6,2,9,5,9,3,4,5,8,8,2,3,3,4,3,1,4,1,1,2,2,5,3,2,1,1,5,2,22,1,2,5,2,4,6,1,5,2,5,3,10,15,13,4,3,2,5,5,3,8,1,2,7,17,1,11,3,10,13,1,3,1,10,1,4,1,1,5,1,1,5,1,1,2,2,8,5,2,1,2,4,20,7,4,2,7,5,4,1,6,0,9,12,8,900,8,12,19.4286819988008,2,8,9
1000026,2023-02-09 13:40:00,21,38,61,65,53,18,46,3,7,42,68,74,25,64,2,70,28,20,34,41,9,7,2,3,5,5,9,6,5,6,5,5,9,9,7,8,7,9,1,8,10,6,8,5,9,5,6,5,5,9,6,2,8,7,5,8,10,10,8,5,7,8,6,4,7,5,6,11,2,6,6,12,6,4,12,8,5,8,6,9,10,7,7,7,5,4,6,10,11,13,6,2,9,6,9,3,4,5,8,8,3,4,4,5,4,2,5,2,2,3,3,1,1,3,2,2,6,3,23,1,1,6,3,5,7,2,6,3,6,1,11,16,1,5,1,1,6,6,4,9,2,3,8,18,1,12,4,11,14,1,1,1,1,2,1,1,1,6,1,2,6,2,2,3,3,9,6,3,1,3,5,21,8,1,3,8,6,5,1,7,1,4,8,12,780,10,10,23.201633336333977,5,4,9
1000027,2023-02-09 13:45:00,12,39,65,33,22,64,69,43,77,32,47,21,78,75,42,3,13,2,48,17,9,8,3,3,5,5,9,6,5,6,5,6,10,9,7,8,8,9,1,8,11,7,8,5,9,5,6,5,5,9,6,3,9,7,5,8,10,10,9,5,7,9,7,4,7,5,7,12,2,6,6,12,6,4,12,8,5,8,6,9,10,7,7,8,6,4,6,10,12,13,6,2,9,6,10,3,5,6,8,8,4,1,1,6,5,3,1,3,3,4,4,2,2,4,3,3,7,1,24,1,1,7,4,6,1,3,7,1,7,2,12,17,2,1,2,2,7,1,5,10,1,1,9,19,2,1,5,12,15,2,2,2,1,3,2,2,2,7,2,3,1,3,3,1,1,10,7,1,2,1,6,22,9,1,4,9,7,6,2,8,0,6,12,8,802,10,10,24.983994876720576,2,8,8
1000028,2023-02-09 13:50:00,75,52,55,6,61,16,69,41,15,66,40,54,80,51,30,20,70,46,32,19,9,8,3,3,5,6,9,6,5,6,5,6,10,9,8,9,8,9,2,9,11,7,8,5,9,5,6,5,5,10,6,4,9,7,5,8,10,10,9,6,8,9,7,4,7,6,7,12,2,6,7,13,6,5,13,8,5,8,6,9,11,7,7,8,6,5,6,10,13,14,6,2,9,6,11,3,5,6,8,9,5,1,1,7,6,4,2,4,4,5,5,1,1,5,4,4,1,2,25,2,1,1,5,7,2,4,8,2,8,3,13,1,1,2,3,3,8,2,1,11,2,1,1,20,3,2,1,1,16,3,3,3,2,4,3,3,3,8,3,4,2,4,4,1,1,11,8,2,1,2,7,23,10,2,1,10,1,1,3,9,0,3,8,12,898,8,12,22.109535927906048,4,6,7
1000029,2023-02-09 13:55:00,17,8,13,45,4,1,42,15,78,73,67,29,44,79,68,35,49,80,53,57,10,8,3,4,5,6,9,7,5,6,5,6,11,9,9,9,9,9,2,9,11,7,8,5,9,5,6,5,6,10,6,4,9,7,6,8,10,10,9,6,8,10,7,5,8,6,7,12,3,6,7,13,7,5,13,8,6,8,6,9,11,7,7,8,6,5,7,11,13,14,6,2,10,6,11,3,5,7,9,10,6,2,2,8,7,1,3,5,5,6,6,2,2,6,1,1,2,3,1,1,2,2,6,8,3,5,9,3,9,1,14,1,2,3,4,4,9,3,2,1,1,2,2,21,4,1,2,2,17,4,1,1,3,1,1,4,4,9,4,5,1,5,5,2,2,1,9,3,1,1,8,24,11,3,1,11,2,2,4,1,0,2,13,7,857,8,12,26.614746604882512,2,4,9
1000030,2023-02-09 14:00:00,22,58,5,44,66,61,16,60,37,20,55,79,25,68,29,27,70,41,63,54,10,8,3,4,6,6,9,7,5,6,5,6,11,9,9,10,9,9,2,10,11,8,8,5,10,5,7,5,7,10,6,4,9,7,6,8,11,10,9,6,9,10,7,6,8,6,7,12,3,6,7,13,7,6,14,8,6,9,6,10,12,7,8,8,6,6,7,12,13,15,6,2,10,6,11,3,5,7,10,10,1,3,3,1,8,2,4,1,6,7,7,3,1,7,1,2,1,4,2,2,3,3,7,9,4,6,10,4,1,2,15,2,3,4,1,5,10,4,3,2,2,1,3,1,1,2,3,3,1,5,2,2,1,2,2,5,1,10,5,6,2,6,6,3,3,2,1,1,2,2,9,25,1,4,2,12,3,1,1,1,0,4,10,10,900,8,12,21.228084674491207,4,2,10
1000031,2023-02-09 14:05:00,32,59,50,38,37,25,73,51,76,44,16,34,63,68,43,42,60,72,46,80,10,8,3,4,6,6,9,7,5,6,5,6,11,9,9,11,9,9,2,10,11,8,8,5,11,5,7,5,7,10,6,5,9,8,6,8,12,11,9,6,9,11,8,7,8,7,7,12,3,7,8,13,7,6,14,8,6,9,7,11,12,7,9,8,6,6,7,13,13,15,6,3,11,6,11,4,5,7,10,11,2,4,4,2,1,3,5,2,7,8,8,4,2,8,2,1,2,5,3,1,4,1,8,10,1,7,1,5,1,3,16,3,4,5,2,6,1,5,4,3,1,2,4,1,2,3,4,4,2,6,3,3,2,1,1,6,2,1,6,1,1,7,1,4,4,1,2,1,3,1,10,26,2,5,3,13,4,2,1,2,0,7,7,13,1009,6,14,17.91639942681153,4,6,10
1000032,2023-02-09 14:10:00,34,55,25,42,53,43,2,58,79,1,59,73,56,27,72,31,33,9,15,29,11,9,3,4,6,6,9,7,6,6,5,6,11,9,10,11,9,9,2,10,11,8,8,5,12,5,8,5,8,10,7,5,10,9,6,8,12,11,9,6,9,12,9,7,8,7,7,12,3,7,8,13,8,6,15,9,6,10,8,11,12,7,9,8,6,6,7,13,13,15,6,4,12,6,11,4,5,7,11,11,3,5,5,3,2,4,6,3,8,9,9,5,3,9,3,1,3,6,4,2,5,2,9,11,1,8,2,6,2,4,17,1,5,1,3,7,1,1,5,4,2,1,1,1,3,1,5,5,3,1,1,4,3,2,2,7,3,2,1,1,2,8,1,5,5,2,3,1,4,2,11,1,1,6,4,1,5,3,2,1,0,7,14,6,796,10,10,23.184840782400535,5,6,9
1000033,2023-02-09 14:15:00,24,61,56,35,50,78,37,53,1,45,57,4,26,67,34,15,33,6,74,28,12,9,3,5,6,7,9,7,6,6,5,6,11,9,11,11,9,9,2,10,11,8,8,6,12,6,8,6,8,10,7,5,11,10,7,8,13,11,9,6,9,12,9,7,9,7,7,12,3,8,8,13,9,6,15,10,7,10,8,11,13,7,9,8,6,6,8,13,13,15,6,4,12,7,11,4,5,8,11,11,1,1,6,4,3,5,7,4,1,10,10,6,4,10,1,2,4,7,5,3,6,3,10,12,1,9,1,7,1,5,1,2,1,1,4,8,2,2,6,5,3,1,1,2,4,2,6,6,4,2,2,5,1,3,1,1,4,1,1,2,3,9,2,6,6,3,4,2,5,3,12,1,1,7,5,2,6,4,1,2,0,6,10,10,784,11,9,22.83718113308346,1,3,8
1000034,2023-02-09 14:20:00,46,63,28,47,77,21,68,78,64,26,32,76,2,22,36,72,80,19,10,60,12,10,3,5,6,7,9,7,6,7,5,6,11,9,11,11,9,9,3,10,12,9,8,6,12,7,8,7,8,10,7,6,11,10,7,9,13,11,9,6,9,12,9,7,9,8,8,12,3,8,8,13,9,6,15,10,7,10,8,12,13,7,10,9,6,6,8,14,13,15,6,5,12,7,11,5,6,9,11,12,1,2,7,1,4,1,8,5,2,11,11,7,5,11,1,3,5,8,6,4,7,4,11,1,2,1,2,1,2,6,2,3,1,1,1,9,1,3,7,6,4,2,2,3,1,3,7,7,5,1,3,6,1,4,2,1,1,2,2,3,1,10,3,7,7,4,1,3,6,4,13,2,2,1,6,3,7,1,2,3,0,3,5,15,927,9,11,25.329980156661044,1,5,9
1000035,2023-02-09 14:25:00,60,11,64,24,15,54,8,23,67,42,77,63,74,61,76,1,66,37,44,39,13,10,3,5,6,7,9,8,6,7,6,6,11,9,12,11,9,9,3,10,12,9,9,7,12,7,8,7,8,10,7,6,11,10,7,9,14,11,10,6,9,13,9,8,9,8,8,12,3,8,8,13,9,7,15,10,7,10,8,13,14,7,11,10,6,7,9,14,13,15,6,5,12,8,11,6,7,9,11,12,2,1,8,2,5,2,9,6,3,1,12,8,6,12,2,4,6,9,1,5,1,1,12,2,3,1,3,1,3,7,3,1,2,2,2,1,2,4,8,7,5,3,3,4,2,1,1,8,6,2,4,7,2,5,3,2,2,3,3,1,2,11,1,1,8,5,2,1,7,5,14,1,3,2,7,1,1,1,3,1,0,5,10,10,906,8,12,24.486516160618084,0,5,10
1000036,2023-02-09 14:30:00,3,9,4,51,25,74,77,17,49,40,65,31,79,33,68,15,80,61,6,70,13,10,4,6,6,8,9,8,7,7,6,6,11,9,13,11,10,9,3,10,12,9,9,7,13,7,8,7,8,10,8,6,12,10,7,9,14,11,10,7,9,13,9,8,9,8,8,12,4,8,9,13,9,7,15,10,7,10,8,13,15,7,11,10,7,7,9,15,13,16,6,5,12,9,11,6,8,9,12,13,1,2,9,3,6,3,10,1,4,2,1,9,7,13,1,5,7,10,2,6,2,2,1,1,4,2,4,2,4,8,4,2,3,3,3,2,1,5,1,8,6,1,4,1,3,2,2,9,7,3,5,8,3,1,4,3,3,4,4,1,1,12,1,1,9,1,1,2,8,6,15,2,4,1,8,1,1,2,4,2,0,4,13,7,857,10,10,27.840286976742323,4,2,9
1000037,2023-02-09 14:35:00,37,16,63,77,1,7,56,20,25,78,41,57,43,27,67,32,42,80,2,47,14,11,4,6,6,8,10,8,7,7,6,6,11,9,13,12,10,9,3,11,12,9,9,7,14,7,9,7,8,10,8,7,12,10,7,9,15,11,10,7,10,14,10,8,9,8,9,12,4,8,9,13,9,7,15,11,8,10,8,13,15,7,12,10,7,7,10,15,13,16,6,5,12,9,11,6,9,10,12,14,2,3,1,1,7,1,11,2,1,3,2,10,8,14,1,6,1,11,3,7,3,3,2,2,1,3,5,3,5,9,1,3,1,4,4,3,2,6,2,1,7,2,5,2,4,3,3,10,1,4,1,9,4,2,5,4,4,5,5,2,1,13,2,2,1,2,2,1,9,1,16,3,5,1,9,2,1,3,1,1,1,3,12,8,818,9,11,24.87844131181178,2,5,8
1000038,2023-02-09 14:40:00,50,70,53,28,36,30,64,47,72,71,17,55,11,35,39,68,67,34,32,76,14,11,4,6,6,8,10,8,7,7,7,6,11,9,13,12,11,9,3,11,12,9,9,7,14,7,9,8,8,11,8,8,12,11,8,10,15,11,11,7,10,14,10,8,9,8,10,12,4,9,9,13,10,7,16,11,8,10,8,13,15,7,12,11,7,7,11,16,13,17,7,6,12,9,11,7,9,10,12,14,1,1,2,2,8,2,1,3,2,4,3,11,9,15,2,1,2,12,4,1,4,4,3,3,1,4,1,4,6,10,2,1,2,5,5,4,1,7,3,2,1,1,1,3,5,4,1,11,2,5,2,10,5,3,6,1,1,6,6,3,2,14,1,3,2,3,1,2,10,2,17,4,6,2,10,3,1,1,2,1,0,3,9,11,955,9,11,19.692036862383578,4,5,10
1000039,2023-02-09 14:45:00,65,30,23,46,37,32,43,3,75,17,77,44,14,55,12,47,7,20,67,64,14,11,5,6,6,8,11,8,7,7,7,7,11,10,13,12,12,9,3,12,12,9,10,7,14,7,9,8,8,12,8,9,12,11,8,10,16,11,11,7,10,14,11,9,9,9,11,12,4,9,9,13,10,7,17,11,8,10,8,13,15,7,12,12,8,7,12,16,13,17,7,6,12,9,12,7,10,10,12,14,2,2,3,3,9,3,2,4,3,5,1,12,10,16,3,2,1,13,5,2,5,5,4,4,2,5,2,1,7,1,3,1,3,1,1,1,2,8,1,3,2,2,2,4,6,5,1,12,3,1,3,11,1,4,1,2,2,7,7,4,3,15,2,1,3,4,1,1,11,1,1,1,7,3,11,1,2,2,3,2,1,7,12,8,778,10,10,23.105934530468915,3,3,7
1000040,2023-02-09 14:50:00,43,6,71,54,1,21,11,63,38,41,65,28,79,8,53,36,18,25,12,4,15,11,5,7,6,9,11,9,7,7,8,8,11,10,13,12,12,10,3,12,13,9,10,7,15,7,9,9,8,12,8,9,12,11,8,11,16,12,11,7,11,14,12,9,9,9,11,12,4,9,9,13,11,8,17,11,8,10,8,13,15,7,13,12,9,7,12,16,13,17,8,6,12,9,12,7,10,10,13,14,3,3,1,4,10,4,1,5,4,6,2,1,11,1,4,3,1,14,6,1,6,6,1,5,3,6,3,2,8,1,4,1,4,2,2,2,1,9,2,4,3,3,1,1,7,1,1,13,4,2,4,12,2,5,1,3,3,8,8,5,4,16,3,1,1,5,1,2,12,2,2,2,8,4,1,2,1,3,4,3,0,3,11,9,677,12,8,24.18193105344741,1,2,8
1000041,2023-02-09 14:55:00,49,14,42,26,2,67,15,13,24,25,27,78,39,75,34,47,53,23,22,54,15,12,5,7,6,9,11,9,7,7,8,8,12,11,14,12,12,10,3,12,13,10,11,8,16,8,10,9,8,12,8,9,12,12,8,11,16,12,12,7,11,15,12,9,9,9,12,12,5,9,9,13,12,9,17,11,8,10,8,13,15,7,13,12,9,7,13,16,13,17,8,6,12,9,13,7,10,11,13,14,1,4,2,1,11,1,2,1,5,7,1,1,12,2,5,4,2,1,7,2,1,7,2,6,1,7,4,1,9,2,5,2,5,3,3,1,2,1,3,5,1,4,1,2,8,2,2,14,5,3,5,13,1,1,2,4,4,9,9,6,5,17,1,2,1,6,2,3,13,3,1,3,9,5,2,3,2,4,1,4,0,3,11,9,729,12,8,21.293623953020106,3,8,8
1000042,2023-02-09 15:00:00,49,9,57,12,16,21,48,28,58,36,7,60,25,38,79,47,68,26,23,2,15,13,5,7,6,9,12,9,8,7,8,9,12,11,14,13,12,10,3,12,14,10,12,8,17,9,10,10,8,12,8,9,12,12,8,12,16,13,12,7,11,15,12,9,9,9,13,13,6,9,9,13,12,9,17,11,9,11,8,14,15,7,13,12,9,7,13,17,13,17,8,6,12,9,13,7,10,11,14,14,2,1,3,2,12,2,3,2,6,8,2,2,1,1,1,5,3,2,8,3,2,1,1,1,1,1,1,2,10,3,6,3,6,1,4,2,3,2,1,6,2,1,2,3,9,3,1,15,1,4,6,14,1,1,3,5,5,10,10,7,6,18,2,3,2,7,1,4,14,4,2,4,10,6,1,4,3,1,2,5,1,6,9,11,709,12,8,21.98917197646438,3,4,9
1000043,2023-02-09 15:05:00,46,69,19,42,53,16,79,10,12,63,52,4,6,57,26,39,48,31,78,34,15,13,5,8,6,10,12,9,8,8,8,10,12,11,14,14,12,10,4,12,14,10,12,8,17,10,10,10,8,12,9,9,12,13,8,12,16,13,13,7,11,16,12,9,9,10,13,14,6,9,9,14,13,9,17,11,10,11,8,14,15,7,14,12,9,7,13,17,14,17,8,6,12,9,13,7,10,12,15,14,3,1,4,3,13,3,1,3,1,9,3,1,2,2,2,1,4,3,9,4,1,2,1,2,1,1,2,1,11,4,7,4,7,2,5,1,4,1,2,7,3,2,3,4,10,4,1,1,1,5,7,15,2,2,4,6,1,1,11,1,7,19,3,4,3,8,2,1,15,5,3,5,11,7,2,5,4,2,1,6,0,6,8,12,784,10,10,23.50274340089729,3,2,9
1000044,2023-02-09 15:10:00,11,21,36,60,47,68,55,73,42,40,46,33,78,62,69,25,70,10,51,48,15,13,5,8,6,10,12,9,8,9,9,10,12,11,14,14,12,10,4,12,15,10,12,8,18,10,10,10,8,12,9,9,13,13,8,13,16,13,13,8,11,17,12,9,9,11,14,15,6,9,10,14,13,9,18,11,10,11,8,15,15,8,14,12,9,7,13,18,15,18,8,6,13,9,13,7,10,13,15,14,4,2,5,1,14,1,2,4,2,1,4,1,3,3,3,1,5,4,1,5,2,3,2,3,2,1,3,2,12,5,1,5,8,1,6,2,5,2,1,8,4,1,4,5,11,1,2,1,2,6,8,1,1,3,5,7,1,2,12,2,8,20,1,5,4,9,3,2,1,6,4,6,12,8,3,6,5,1,1,7,0,6,9,11,945,7,13,20.237731826311077,6,5,9
1000045,2023-02-09 15:15:00,64,63,6,8,12,48,74,18,33,25,57,1,71,17,35,21,55,75,29,20,16,13,5,8,6,11,12,10,8,9,9,11,12,11,14,14,13,11,4,13,16,10,12,8,19,10,10,10,9,12,9,9,14,13,9,13,16,13,13,8,11,17,12,9,9,11,14,16,6,9,10,14,13,9,19,11,11,11,8,15,15,8,15,13,9,7,13,18,15,18,9,6,13,10,14,7,10,13,15,14,5,3,6,2,15,2,3,5,3,1,1,2,4,4,4,2,6,5,2,6,1,4,3,4,1,2,4,3,13,6,2,6,1,2,7,1,6,3,2,1,5,1,5,6,12,1,1,1,3,7,1,2,2,4,1,8,2,3,13,1,9,1,2,6,5,10,4,1,1,1,5,7,1,9,4,7,6,1,2,8,0,5,12,8,732,12,8,24.572984738272403,3,4,10
1000046,2023-02-09 15:20:00,2,44,45,37,65,68,42,12,58,7,36,74,72,32,50,19,5,62,25,60,16,14,5,8,7,11,13,10,8,9,9,12,12,11,14,14,13,11,5,13,16,10,12,8,20,10,10,10,9,12,9,10,14,13,9,14,17,13,13,8,11,18,12,10,10,11,14,16,6,10,10,14,13,9,19,11,11,12,8,16,15,9,15,13,10,7,13,19,15,18,9,7,13,11,14,7,10,13,15,14,1,4,7,3,16,1,4,1,4,2,2,1,5,5,5,3,1,1,3,1,1,5,4,5,1,3,5,4,1,7,3,7,1,3,1,2,7,4,3,2,6,2,6,7,13,2,2,1,4,8,2,3,3,5,1,9,1,4,14,2,10,2,1,1,6,11,5,2,2,2,1,8,2,1,1,8,7,2,3,9,1,3,7,13,815,9,11,23.201349779246623,3,2,8
1000047,2023-02-09 15:25:00,21,33,38,40,23,70,78,63,45,49,2,30,22,76,1,14,69,74,59,32,17,15,5,8,7,11,13,10,8,9,9,12,12,12,14,14,13,11,5,13,17,11,13,8,20,10,10,10,9,13,9,11,15,13,9,14,17,14,13,9,11,18,12,10,11,11,14,16,7,10,10,14,13,9,19,11,11,12,9,16,15,9,16,13,10,7,13,19,16,19,9,7,13,12,14,8,10,14,15,14,2,1,8,4,1,2,1,2,5,3,3,1,6,6,6,4,2,2,1,2,2,6,5,6,1,4,6,5,2,8,4,1,2,4,2,1,1,5,4,3,7,1,7,1,1,3,3,2,5,1,3,4,4,6,2,10,2,1,15,1,11,1,2,2,1,12,6,1,3,3,2,1,3,1,2,9,8,3,4,10,0,4,9,11,839,11,9,24.483023119145876,2,5,9
1000048,2023-02-09 15:30:00,32,26,72,9,28,73,21,63,58,68,22,12,16,11,7,13,35,29,66,39,17,15,5,8,7,11,14,10,9,9,10,13,13,12,14,15,13,11,5,13,18,12,13,8,20,11,10,11,10,13,9,12,15,13,10,14,17,14,14,9,11,18,12,10,11,11,14,16,7,10,10,14,13,9,19,11,11,13,9,16,15,9,17,13,10,8,13,20,16,19,9,8,14,12,14,8,10,14,15,14,1,1,9,5,2,3,2,3,6,4,4,2,7,1,7,5,3,3,2,3,1,1,1,7,2,5,7,6,3,1,5,1,1,5,3,2,2,1,5,1,8,2,8,2,1,4,4,3,1,2,4,5,5,7,3,11,3,2,1,2,12,2,1,3,2,13,7,2,1,1,3,2,4,1,3,1,9,1,5,11,1,4,10,10,700,14,6,23.10388438518966,3,5,8
1000049,2023-02-09 15:35:00,57,26,44,3,76,39,31,11,36,38,32,41,2,7,68,70,59,45,52,9,17,16,6,8,7,11,15,10,10,9,11,13,13,12,14,15,13,11,5,13,18,12,13,8,20,12,10,11,10,13,10,13,15,13,10,15,17,15,15,9,12,18,12,11,12,11,14,16,7,10,10,15,13,9,19,11,12,13,10,16,15,9,17,13,10,8,13,21,16,20,9,8,14,12,14,9,10,14,15,14,2,2,10,6,3,4,1,4,1,5,1,1,1,2,8,1,4,4,3,4,1,1,2,8,3,1,8,1,1,2,6,1,2,6,1,3,3,2,1,2,9,3,9,3,2,5,5,4,2,3,5,6,6,8,4,12,4,1,2,3,13,3,1,4,3,1,8,1,2,2,4,1,1,2,4,2,10,2,6,12,1,7,10,10,746,11,9,22.636951626651687,4,4,10
1000050,2023-02-09 15:40:00,60,64,57,73,65,33,10,79,56,55,29,71,13,12,11,49,43,14,59,18,17,16,6,8,7,11,15,10,10,10,12,14,14,13,14,15,13,12,5,13,18,12,13,8,20,12,10,11,11,13,10,13,16,13,10,15,17,15,15,9,12,18,13,11,12,11,14,16,8,10,10,15,13,9,20,12,13,13,11,17,15,9,17,14,11,8,13,21,16,20,10,8,15,12,14,9,10,14,16,14,3,1,1,7,4,5,1,5,1,6,1,2,2,3,9,2,5,5,4,5,2,2,3,9,4,1,9,2,2,3,1,1,3,7,2,1,4,1,1,3,1,4,10,1,1,6,6,5,3,4,6,1,7,9,5,13,1,2,1,4,14,4,2,5,4,2,9,1,3,1,5,2,2,3,5,1,11,3,7,13,0,3,13,7,871,8,12,23.75859955114314,2,8,10
