draw_id,draw_time,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,freq_1,freq_2,freq_3,freq_4,freq_5,freq_6,freq_7,freq_8,freq_9,freq_10,freq_11,freq_12,freq_13,freq_14,freq_15,freq_16,freq_17,freq_18,freq_19,freq_20,freq_21,freq_22,freq_23,freq_24,freq_25,freq_26,freq_27,freq_28,freq_29,freq_30,freq_31,freq_32,freq_33,freq_34,freq_35,freq_36,freq_37,freq_38,freq_39,freq_40,freq_41,freq_42,freq_43,freq_44,freq_45,freq_46,freq_47,freq_48,freq_49,freq_50,freq_51,freq_52,freq_53,freq_54,freq_55,freq_56,freq_57,freq_58,freq_59,freq_60,freq_61,freq_62,freq_63,freq_64,freq_65,freq_66,freq_67,freq_68,freq_69,freq_70,freq_71,freq_72,freq_73,freq_74,freq_75,freq_76,freq_77,freq_78,freq_79,freq_80,gap_1,gap_2,gap_3,gap_4,gap_5,gap_6,gap_7,gap_8,gap_9,gap_10,gap_11,gap_12,gap_13,gap_14,gap_15,gap_16,gap_17,gap_18,gap_19,gap_20,gap_21,gap_22,gap_23,gap_24,gap_25,gap_26,gap_27,gap_28,gap_29,gap_30,gap_31,gap_32,gap_33,gap_34,gap_35,gap_36,gap_37,gap_38,gap_39,gap_40,gap_41,gap_42,gap_43,gap_44,gap_45,gap_46,gap_47,gap_48,gap_49,gap_50,gap_51,gap_52,gap_53,gap_54,gap_55,gap_56,gap_57,gap_58,gap_59,gap_60,gap_61,gap_62,gap_63,gap_64,gap_65,gap_66,gap_67,gap_68,gap_69,gap_70,gap_71,gap_72,gap_73,gap_74,gap_75,gap_76,gap_77,gap_78,gap_79,gap_80,is_7_hit,repeats_from_last_draw,odd_count,even_count,sum_total,low_numbers_count,high_numbers_count,std_deviation,most_common_hits,consecutive_count,unique_modulo_10
1000051,2023-02-09 15:45:00,68,71,59,73,41,64,40,9,70,34,15,38,20,67,25,2,58,16,6,52,17,17,6,8,7,12,15,10,11,10,12,14,14,13,15,16,13,12,5,14,18,12,13,8,21,12,10,11,11,13,10,13,16,14,10,15,17,16,15,10,13,18,13,11,12,11,14,16,8,10,10,16,13,9,20,12,13,14,12,17,15,9,17,15,11,8,14,22,16,21,11,8,16,12,14,9,10,14,16,14,4,2,2,8,5,6,2,6,2,1,1,1,1,1,10,3,6,1,5,6,3,3,4,10,5,2,10,3,1,4,2,2,1,8,3,2,5,2,2,4,2,5,1,2,2,7,7,6,1,5,7,2,8,10,1,1,1,3,1,1,15,5,3,1,1,3,10,2,4,2,1,3,1,4,6,2,12,4,1,14,0,4,8,12,828,10,10,24.340566096431218,5,5,10
1000052,2023-02-09 15:50:00,25,45,74,34,70,2,62,48,11,15,77,35,53,51,14,61,16,59,38,68,17,18,6,8,7,12,15,10,11,10,13,14,14,14,16,17,13,12,5,14,18,12,13,8,22,12,10,11,11,13,10,13,16,15,11,15,17,17,15,10,13,18,13,11,13,11,14,17,8,10,11,16,14,9,20,12,13,14,13,17,16,10,17,15,11,8,14,23,16,22,11,8,16,13,14,9,11,14,16,14,5,1,3,9,6,1,3,7,1,2,2,2,2,2,1,1,7,2,6,1,4,4,5,11,1,3,11,4,2,5,3,3,2,1,4,3,6,1,3,1,1,6,2,3,3,8,8,7,2,6,8,1,9,11,2,2,2,1,1,2,16,6,4,1,2,4,1,1,5,1,1,4,1,5,7,3,13,5,2,15,0,9,10,10,858,9,11,23.121873899655693,4,4,10
1000053,2023-02-09 15:55:00,62,32,34,41,14,57,42,46,48,59,80,65,55,61,10,60,15,78,47,39,17,18,6,8,7,12,15,10,11,11,13,14,14,15,17,17,13,12,5,14,18,12,13,8,22,12,10,11,11,13,10,14,16,16,11,15,17,17,16,10,14,19,13,11,13,12,15,18,8,10,11,16,14,9,21,12,14,14,14,18,17,11,17,15,12,8,14,23,16,22,11,8,16,13,14,9,11,15,16,15,6,1,4,10,7,2,4,8,2,3,1,3,3,1,1,1,8,3,7,2,5,5,6,12,1,4,12,5,3,6,4,4,3,1,1,4,7,1,4,2,2,7,3,4,1,9,9,1,3,7,1,2,1,12,3,3,3,2,1,3,1,1,5,2,3,5,2,1,6,1,2,5,2,1,8,4,1,6,3,16,0,7,9,11,945,6,14,19.566015112138217,2,7,9
1000054,2023-02-09 16:00:00,30,61,52,33,71,45,79,58,78,2,73,34,36,39,68,54,9,41,22,70,17,19,6,8,7,12,15,10,12,11,13,14,14,15,17,17,13,12,5,14,18,13,13,8,22,12,10,11,11,14,10,14,17,17,11,16,17,17,17,10,15,19,13,11,14,12,15,18,8,10,11,17,14,10,21,12,14,15,14,18,18,11,17,15,12,8,14,24,16,23,12,8,17,13,14,9,11,16,17,15,7,2,5,11,8,3,5,9,3,1,2,4,4,1,1,2,9,4,8,3,6,6,7,13,2,5,13,6,4,7,5,1,4,1,2,5,8,2,1,3,1,1,4,5,2,1,1,1,4,8,2,3,2,13,1,4,1,3,1,1,1,1,6,3,1,6,3,2,7,2,3,6,3,2,9,5,2,1,4,1,0,5,9,11,955,8,12,22.43088800832694,4,3,9
1000055,2023-02-09 16:05:00,62,30,9,77,75,64,59,3,48,35,49,31,41,39,58,23,73,37,14,27,17,19,7,8,7,12,15,10,13,11,13,14,14,16,17,17,13,12,5,14,18,13,14,8,22,12,11,11,11,15,11,14,17,17,12,16,18,17,18,10,16,19,13,11,14,12,15,19,9,10,11,17,14,10,21,12,14,16,15,18,18,12,17,16,12,8,14,24,16,23,12,8,18,13,15,9,12,16,17,15,8,1,6,12,9,4,6,10,1,2,3,5,5,2,2,3,10,5,9,4,7,1,8,14,3,6,14,7,5,1,6,2,1,1,3,1,9,3,1,4,1,2,5,6,1,2,2,2,5,9,3,1,3,1,2,5,2,1,2,2,1,2,7,4,2,7,4,1,8,1,1,7,1,3,10,6,3,1,1,2,0,6,14,6,854,10,10,21.894724190279746,3,3,9
1000056,2023-02-09 16:10:00,9,18,7,55,67,68,22,35,49,14,58,71,4,8,53,48,31,54,20,79,17,19,7,9,7,12,16,11,14,11,13,14,14,17,17,17,13,13,5,15,18,14,14,8,22,12,11,11,11,15,12,14,17,17,13,16,18,17,18,10,16,19,13,11,14,12,15,20,10,10,11,17,15,11,22,12,14,17,15,18,18,12,17,16,12,8,15,25,16,23,13,8,18,13,15,9,12,16,18,15,9,2,1,13,10,5,7,11,1,3,4,6,6,1,3,4,11,6,10,5,8,2,1,15,4,7,1,8,6,1,1,3,2,2,1,2,1,4,1,5,1,3,6,7,2,3,3,1,1,10,4,2,4,2,3,6,3,1,1,3,2,1,8,1,3,8,5,2,9,2,2,8,1,4,1,7,1,2,2,3,1,7,10,10,770,10,10,24.461570290000427,4,6,9
1000057,2023-02-09 16:15:00,74,54,71,6,14,75,46,7,73,16,13,76,43,12,2,4,55,10,23,69,17,20,7,10,7,13,17,11,14,12,13,15,15,18,17,18,13,13,5,15,18,14,15,8,22,12,11,11,11,15,12,14,17,17,13,16,18,17,18,10,16,19,14,11,14,13,15,20,10,10,11,17,15,12,23,12,14,17,15,18,18,12,17,16,12,8,15,25,17,23,14,8,19,14,16,10,12,16,18,15,10,3,2,1,11,6,1,1,1,4,5,7,7,1,4,5,12,1,11,1,9,1,2,16,5,8,2,9,7,2,1,4,3,3,1,3,2,5,2,6,2,4,7,8,3,4,4,1,1,11,5,3,1,1,1,7,4,1,2,4,3,2,9,2,4,9,1,1,10,3,1,9,2,5,2,8,2,3,1,4,1,6,9,11,743,10,10,28.846736566313975,5,7,9
1000058,2023-02-09 16:20:00,79,21,25,23,14,13,55,67,64,44,53,37,17,7,69,28,71,42,61,38,17,20,7,10,7,13,18,11,14,12,13,15,16,19,17,18,14,13,5,15,19,14,16,8,23,12,11,12,11,15,12,14,17,17,13,16,19,18,18,10,16,20,14,12,14,13,15,20,10,10,11,17,16,12,24,12,14,17,15,18,19,12,17,17,12,8,16,25,18,23,15,8,19,14,16,10,12,16,19,15,11,1,3,1,12,1,1,2,2,1,6,1,1,1,5,1,13,2,12,2,10,2,1,17,6,9,3,10,8,3,2,5,4,4,2,4,3,6,3,7,3,5,1,9,4,1,5,2,2,12,6,4,2,1,1,8,5,2,3,5,4,3,10,3,5,10,2,2,1,4,1,10,1,1,1,1,3,4,2,5,1,7,14,6,828,10,10,22.35926747693813,4,2,8
1000059,2023-02-09 16:25:00,76,71,32,70,53,42,7,72,58,80,6,12,43,2,21,26,3,16,27,20,17,21,8,10,7,14,19,11,14,12,13,16,16,19,17,19,14,13,5,16,20,14,16,8,23,13,12,12,11,15,12,15,17,17,13,16,19,18,18,10,16,21,15,12,14,13,15,20,10,10,11,17,17,12,24,12,14,18,15,18,19,12,17,17,12,8,16,25,18,24,16,9,19,14,16,11,12,16,19,16,12,2,4,2,13,2,1,3,3,2,7,2,1,1,6,2,1,3,13,3,1,3,1,18,1,10,4,1,9,4,3,6,5,5,3,5,1,1,4,8,4,1,2,1,5,2,6,3,3,13,7,5,1,2,1,9,6,3,4,6,1,4,11,1,6,11,1,3,1,5,1,11,2,2,2,2,4,5,1,6,1,5,7,13,737,11,9,26.84904193135351,2,7,7
1000060,2023-02-09 16:30:00,65,75,60,15,10,72,24,19,17,34,63,61,47,22,76,55,16,80,38,20,17,21,8,10,7,14,19,11,14,13,13,16,16,19,18,20,15,13,6,17,20,15,16,9,23,13,12,12,11,15,12,15,17,18,13,16,19,19,18,10,16,21,15,12,14,13,16,20,10,10,11,17,17,12,25,12,14,18,15,19,20,12,18,17,13,8,16,25,18,24,16,10,19,14,17,12,12,16,19,17,13,1,1,3,14,1,1,4,4,3,8,1,2,2,7,1,2,4,14,1,1,4,2,19,2,1,1,2,10,5,4,1,6,6,4,6,2,2,5,9,5,1,1,2,6,3,7,4,4,14,8,6,1,3,2,10,7,1,5,7,2,5,12,2,7,12,2,4,2,1,1,1,3,3,3,1,5,6,2,1,0,5,9,11,869,10,10,24.35153729071437,3,5,10
1000061,2023-02-09 16:35:00,30,44,51,56,66,29,31,76,54,42,75,80,79,55,23,73,53,38,48,64,17,21,8,10,7,14,19,11,14,13,13,16,16,19,18,20,15,13,6,17,20,15,17,9,23,13,12,12,12,16,13,15,17,18,13,16,19,20,18,10,16,22,15,13,14,13,16,21,10,10,12,17,18,13,26,13,14,18,15,19,20,12,18,18,13,9,16,25,18,24,16,10,20,14,18,13,12,16,20,18,14,2,2,4,15,2,2,5,5,1,9,2,3,3,1,1,1,5,1,1,2,1,3,1,3,2,2,3,11,6,5,2,7,1,5,7,3,1,6,10,6,2,2,3,7,4,1,5,5,15,9,7,2,4,1,11,8,2,6,1,1,6,1,3,1,13,3,5,3,2,2,1,4,4,1,1,6,7,3,1,0,5,9,11,1067,5,15,17.865800908586863,4,7,9
1000062,2023-02-09 16:40:00,47,51,66,34,26,60,24,7,18,11,79,9,30,76,22,57,25,74,71,27,17,21,8,10,7,14,20,11,15,13,14,16,16,19,18,20,15,14,6,17,20,16,17,10,24,14,13,12,12,17,13,15,17,19,13,16,19,20,18,10,16,22,15,13,14,13,17,21,10,10,13,17,18,13,26,13,15,18,15,20,20,12,18,18,13,10,16,25,18,24,17,10,20,15,18,14,12,16,21,18,15,3,3,5,16,3,3,6,6,2,10,3,4,4,2,2,2,6,2,2,3,2,1,2,4,3,3,4,1,1,1,3,8,2,6,8,4,1,7,11,7,1,3,1,8,5,2,1,6,16,1,8,1,1,1,1,9,3,7,2,2,7,2,1,2,1,4,6,4,3,3,2,1,5,1,1,7,8,1,1,1,5,10,10,814,11,9,24.21417592629313,3,3,9
1000063,2023-02-09 16:45:00,39,30,43,66,74,52,62,54,6,77,37,68,26,70,36,51,16,14,40,7,17,21,8,10,7,15,21,11,15,13,14,16,16,20,18,21,15,14,6,17,20,16,17,10,24,15,13,12,12,18,13,15,17,19,13,17,20,20,19,11,16,22,16,13,14,13,17,21,10,10,14,18,18,14,26,13,15,18,15,20,20,13,18,18,13,11,16,26,18,25,17,10,20,16,18,14,13,16,21,18,16,4,4,6,17,4,1,7,1,3,1,4,5,5,3,3,3,1,3,3,4,1,2,1,1,1,1,5,2,1,2,4,9,1,7,9,5,2,8,12,8,2,4,2,9,6,1,2,7,17,1,9,2,2,2,2,1,4,8,1,3,8,3,2,3,1,5,7,5,4,1,3,2,1,2,1,8,9,1,2,1,6,6,14,868,10,10,22.274365724326533,3,4,9
1000064,2023-02-09 16:50:00,26,23,66,80,19,32,57,30,21,63,12,25,71,74,37,51,77,65,79,20,17,21,8,10,7,15,21,11,15,13,14,17,16,20,18,21,15,14,7,18,21,16,18,10,25,16,13,12,12,19,13,16,17,19,13,17,21,20,19,11,16,22,16,13,14,13,17,21,10,10,15,18,18,14,26,13,16,18,15,20,20,13,19,18,14,12,16,26,18,25,18,10,20,17,18,14,14,16,22,19,17,5,5,7,18,1,1,8,2,4,2,5,6,1,4,1,4,2,4,4,5,2,3,2,2,1,2,6,3,1,3,5,10,2,8,1,1,3,1,1,9,3,1,3,10,7,2,3,8,18,1,1,3,1,3,3,2,5,9,2,4,1,4,3,4,1,6,1,6,1,2,4,3,1,3,2,1,10,2,3,0,7,12,8,928,10,10,23.948189690949174,1,5,9
1000065,2023-02-09 16:55:00,72,16,25,9,29,31,24,4,3,6,75,50,44,53,46,30,22,11,21,19,17,21,9,11,7,16,21,11,16,13,15,17,16,20,18,22,15,14,8,18,22,17,18,11,26,16,13,12,13,20,14,16,17,19,13,17,21,20,19,11,16,22,16,14,14,14,17,21,10,11,15,18,19,14,26,13,16,18,15,20,20,13,19,18,14,12,16,26,18,25,18,11,20,17,19,14,14,16,22,19,18,6,6,8,19,2,2,9,3,5,3,1,7,2,5,2,5,3,1,1,1,3,1,3,1,1,3,7,4,1,4,1,11,3,9,2,1,4,2,2,10,4,2,4,11,8,3,4,9,19,1,2,4,2,4,4,1,6,10,3,5,2,1,4,1,1,7,2,7,2,1,5,4,1,4,3,1,11,1,1,0,4,10,10,590,14,6,21.11746595643172,3,5,8
1000066,2023-02-09 17:00:00,4,60,12,51,69,73,78,34,53,77,41,48,64,46,26,74,7,42,40,59,17,21,9,12,7,16,22,11,16,13,15,18,16,20,18,22,15,14,8,18,22,17,18,11,26,17,13,12,13,20,14,16,17,20,13,17,21,20,19,12,17,23,16,14,14,15,17,22,10,11,16,18,20,14,26,13,16,18,16,21,20,13,19,19,14,12,16,26,19,25,18,11,21,18,19,14,15,17,22,19,19,7,1,1,20,1,3,10,1,6,1,2,8,3,6,1,6,4,1,2,1,1,2,1,1,2,4,8,1,1,1,2,12,4,10,3,2,5,3,3,11,5,3,1,12,1,4,5,10,1,2,3,1,3,5,5,2,7,11,4,6,3,2,5,2,2,8,3,8,3,2,1,5,2,1,4,2,12,2,2,1,3,8,12,958,6,14,22.692219858472708,4,5,9
1000067,2023-02-09 17:05:00,48,71,60,9,45,61,50,70,73,53,77,30,54,55,40,20,31,56,74,32,17,21,9,12,7,16,22,11,17,13,15,18,16,20,18,22,15,14,8,19,22,17,18,11,26,17,13,12,13,21,15,17,17,20,13,17,21,20,19,13,17,23,16,14,15,15,17,23,10,12,16,18,21,15,27,14,16,18,16,22,21,13,19,19,14,12,16,26,19,26,19,11,22,19,19,14,16,17,22,19,20,8,2,1,21,2,1,11,2,7,2,1,9,4,7,2,7,5,2,3,2,2,3,2,2,1,5,9,2,2,2,3,13,1,11,4,3,6,4,1,1,1,4,2,13,1,5,1,11,2,1,4,1,4,6,6,3,8,1,1,7,4,3,1,3,3,9,4,1,4,3,2,1,1,2,5,1,1,3,3,0,7,9,11,1009,6,14,18.880441007338227,4,8,10
1000068,2023-02-09 17:10:00,18,74,33,73,67,79,75,2,68,21,49,76,65,16,7,14,15,19,31,25,17,22,9,12,7,16,23,11,17,13,15,18,16,21,19,23,15,15,9,19,23,17,18,11,27,17,13,12,13,21,16,17,18,20,13,17,21,20,19,13,17,23,16,14,15,15,17,23,11,12,16,18,21,15,27,14,16,18,16,22,21,13,19,19,15,12,17,27,19,26,19,11,23,20,20,15,16,17,23,19,21,9,3,2,22,3,2,12,1,8,3,2,10,5,8,3,8,6,3,1,3,3,4,3,3,2,6,10,3,1,1,1,14,2,12,5,4,7,5,1,2,2,5,3,1,2,6,1,12,1,2,5,1,1,1,1,4,9,2,1,1,5,4,2,4,4,10,5,2,1,1,3,1,1,3,6,1,2,4,4,1,3,13,7,827,11,9,27.644881509679337,6,7,9
1000069,2023-02-09 17:15:00,30,48,7,52,78,28,18,34,50,76,58,19,59,80,43,69,64,1,60,68,18,22,9,12,7,16,24,11,17,13,15,18,16,21,19,23,15,16,10,19,23,17,18,11,27,17,13,13,13,22,16,17,18,21,13,17,21,20,19,13,17,23,17,14,15,15,17,24,11,13,16,19,21,15,27,14,16,19,17,23,21,13,19,20,15,12,17,28,20,26,19,11,23,20,20,16,16,18,23,20,22,1,4,3,23,4,1,13,2,9,4,3,11,1,1,1,9,1,1,2,1,4,5,4,1,3,7,11,4,2,1,2,1,3,13,6,5,8,6,2,3,3,6,4,2,3,7,2,1,2,3,6,2,2,2,2,5,10,3,2,2,6,5,3,1,5,1,1,3,2,2,4,1,1,1,1,2,3,1,5,1,5,6,14,942,7,13,23.78610828547665,4,4,9
1000070,2023-02-09 17:20:00,77,70,62,27,78,23,4,63,14,73,45,69,42,74,56,36,34,55,31,65,18,22,9,13,7,16,24,11,17,13,15,18,16,22,19,23,15,16,10,19,23,17,19,11,27,17,14,13,13,22,17,17,18,22,13,18,21,20,19,13,17,24,17,14,16,15,17,24,11,13,16,19,21,15,28,15,16,19,17,23,21,14,20,20,16,12,17,28,21,27,19,11,24,21,20,16,17,19,23,20,1,2,5,4,24,5,1,14,3,10,5,4,12,2,2,2,10,1,1,3,2,5,6,5,2,4,8,1,5,1,2,3,2,1,14,7,6,9,7,3,4,4,1,5,3,4,8,1,2,1,4,1,3,3,3,3,6,1,1,1,3,7,6,1,2,6,2,1,1,3,3,5,2,2,2,1,3,1,2,1,0,3,10,10,998,7,13,22.41921168622079,6,5,10
1000071,2023-02-09 17:25:00,13,16,31,27,12,67,69,75,70,24,40,17,30,39,5,72,14,32,55,2,18,23,9,13,8,16,24,11,17,13,15,19,17,23,19,24,16,16,10,19,23,17,19,12,27,17,15,13,13,23,18,18,18,22,13,18,21,20,20,14,17,24,17,14,16,15,17,24,11,13,16,19,21,15,29,15,16,19,17,23,21,14,20,20,16,12,18,28,22,28,19,12,24,21,21,16,17,19,23,20,2,3,6,1,25,6,2,15,4,11,6,5,13,1,3,3,11,2,2,4,3,6,1,6,3,5,1,2,6,2,1,4,3,1,15,1,7,10,8,4,5,1,2,6,1,5,9,2,3,2,5,2,4,4,1,1,7,2,2,2,4,1,1,2,1,7,3,2,1,1,4,6,1,1,3,2,1,1,3,2,0,6,10,10,710,14,6,24.24979652654734,5,7,9
1000072,2023-02-09 17:30:00,63,37,50,32,18,54,56,9,61,62,15,45,80,69,26,68,20,5,71,60,18,23,9,13,9,16,24,11,18,13,15,19,17,23,20,24,16,17,10,20,23,17,19,12,27,18,15,13,13,23,18,19,18,22,13,18,22,20,20,14,17,24,17,14,17,15,17,24,11,14,16,19,21,16,29,16,16,19,17,24,22,15,21,20,16,12,18,29,23,28,20,12,24,21,21,16,17,19,23,21,3,1,7,2,1,7,3,16,5,12,7,1,1,1,4,1,1,3,3,5,4,7,2,1,4,6,1,3,7,1,1,1,4,2,16,2,8,11,1,1,6,2,3,7,2,6,10,3,4,3,6,3,5,5,1,2,8,3,3,3,5,2,2,3,2,8,1,3,1,1,5,1,2,2,1,3,2,2,4,3,0,3,9,11,901,8,12,23.022814771439222,2,4,10
1000073,2023-02-09 17:35:00,32,63,70,62,52,33,48,19,75,14,25,30,72,53,4,77,3,69,35,24,18,23,10,14,9,16,24,11,18,13,15,19,17,24,20,24,16,17,11,20,23,17,19,13,28,18,15,13,13,24,18,20,19,22,14,18,22,20,20,14,17,24,17,14,17,15,17,25,11,14,16,20,22,16,29,16,16,19,17,24,22,16,22,20,16,12,18,29,24,29,20,13,24,21,22,16,18,19,23,21,4,2,8,3,1,8,4,17,1,13,8,2,2,2,1,2,2,1,4,1,5,8,3,2,5,1,2,4,8,2,2,1,5,3,17,3,1,12,2,2,7,3,4,8,1,7,11,4,5,1,7,4,6,1,2,1,9,4,4,1,1,1,1,4,3,9,2,1,1,2,1,2,3,3,2,4,3,3,5,1,0,4,10,10,860,10,10,24.13776250913428,4,6,8
1000074,2023-02-09 17:40:00,31,22,23,38,78,52,68,19,54,4,41,65,62,57,73,25,80,58,5,34,18,23,10,15,10,16,24,11,18,13,15,19,17,24,20,24,16,17,12,20,23,18,20,13,29,18,15,13,13,24,19,20,19,23,14,18,22,21,20,14,18,24,17,14,17,15,17,25,11,14,16,21,22,17,29,16,17,20,17,24,22,17,22,20,17,12,18,30,24,29,20,13,25,21,22,16,18,20,23,22,5,3,1,1,2,9,5,18,2,14,9,3,3,1,2,3,3,2,1,2,6,9,4,1,1,2,3,5,9,1,3,1,1,4,1,4,2,13,3,3,8,4,5,9,2,8,12,1,6,2,8,1,1,2,3,2,10,5,5,2,2,1,1,5,4,10,3,2,1,1,2,1,4,4,1,5,1,4,6,2,0,5,9,11,889,9,11,23.513657845243003,5,3,9
1000075,2023-02-09 17:45:00,59,50,57,64,75,73,18,23,65,79,6,21,31,34,25,24,58,37,71,55,18,23,10,15,10,17,24,11,18,13,15,19,17,24,20,24,16,18,12,20,24,18,21,14,30,18,15,13,13,24,20,20,19,24,14,18,23,21,20,14,18,24,17,14,17,15,17,25,11,15,16,21,22,17,30,16,18,21,18,24,22,17,22,21,18,12,18,30,24,29,21,13,26,21,23,16,18,20,24,22,6,4,2,1,1,10,6,19,3,15,10,4,4,2,3,4,4,3,1,3,7,1,1,2,1,3,4,6,10,2,1,2,2,1,2,5,3,1,4,4,1,5,6,10,3,9,13,2,7,3,9,1,2,1,4,3,1,1,6,3,3,1,2,6,1,11,4,1,2,2,3,2,1,5,2,6,2,1,7,1,0,8,13,7,925,9,11,22.25657797501437,6,5,9
